Reporting Date	Sale Month	Store	Artist	Title	ISRC	UPC	Quantity	Team Percentage	Song/Album	Country of Sale	Songwriter Royalties Withheld	Earnings (USD)
2025-01-28	2024-12	YouTube (Ads)	ZONE A0	LUNA	QZTB92494812	198891507125	1	100	Song	PL	0	0.00019281
2025-01-28	2024-12	YouTube (Ads)	PIG1987	PERVERSION	QZTBF2439187	198888700416	1	100	Song	RO	0	0.00176683
2025-01-28	2024-12	YouTube (Ads)	PIG1987	PERVERSION	QZTBF2439187	198888700416	3	100	Song	TR	0	0.00081643
2025-01-28	2024-12	YouTube (Ads)	PIG1987	PERVERSION	QZTBF2439187	198888700416	0	100	Song	BD	0	0.00019912
2025-01-28	2024-12	YouTube (Ads)	ZONE A0	GATEWAY	QZTBF2441974	198888661472	7	100	Song	HN	0	0.00197382
2025-01-28	2024-12	YouTube (Ads)	ZONE A0	GATEWAY	QZTBF2441974	198888661472	1	100	Song	KW	0	0.00093726
2025-01-28	2024-12	YouTube (Ads)	PIG1987	PERVERSION	QZTBF2439187	198888700416	6	100	Song	CA	0	0.02294929
2025-01-28	2024-12	YouTube (Ads)	ZONE A0	GATEWAY	QZTBF2441974	198888661472	6	100	Song	PL	0	0.01556519
2025-01-28	2024-12	YouTube (Ads)	PIG1987	PERVERSION	QZTBF2439187	198888700416	3	100	Song	PH	0	0.00033204
2025-01-28	2024-12	YouTube (Ads)	PIG1987	PERVERSION	QZTBF2439187	198888700416	1	100	Song	DK	0	0.00241198
2025-01-28	2024-12	YouTube (Ads)	PIG1987	PERVERSION	QZTBF2439187	198888700416	3	100	Song	DO	0	0.00063570
2025-01-28	2024-12	YouTube (Ads)	ZONE A0	LUNA	QZTB92494812	198891507125	1	100	Song	CR	0	0.00014238
2025-01-28	2024-12	YouTube (Ads)	PIG1987	PERVERSION	QZTBF2439187	198888700416	91	100	Song	MX	0	0.02487215
2025-01-28	2024-12	YouTube (Ads)	PIG1987	KEYGEN	QZWFK2497196	198884932026	3	100	Song	UA	0	0.00224124
2025-01-28	2024-12	YouTube (Ads)	PIG1987	PERVERSION	QZTBF2439187	198888700416	12	100	Song	ES	0	0.02076217
2025-01-28	2024-12	YouTube (Ads)	ZONE A0	LUNA	QZTB92494812	198891507125	1	100	Song	PE	0	0.00105862
2025-01-28	2024-12	YouTube (Ads)	PIG1987	KEYGEN	QZWFK2497196	198884932026	2	100	Song	CO	0	0.00039981
2025-01-28	2024-12	YouTube (Ads)	PIG1987	KEYGEN	QZWFK2497196	198884932026	9	100	Song	MX	0	0.00221865
2025-01-28	2024-12	YouTube (Ads)	PIG1987	PERVERSION	QZTBF2439187	198888700416	5	100	Song	BE	0	0.01131756
2025-01-28	2024-12	YouTube (Ads)	PIG1987	PERVERSION	QZTBF2439187	198888700416	1	100	Song	HU	0	0.00275295
2025-01-28	2024-12	YouTube (Ads)	PIG1987	PERVERSION	QZTBF2439187	198888700416	7	100	Song	LV	0	0.00173163
2025-01-28	2024-12	YouTube (Ads)	PIG1987	PERVERSION	QZTBF2439187	198888700416	150	100	Song	US	0	0.32733029
2025-01-28	2024-12	YouTube (Ads)	PIG1987	PERVERSION	QZTBF2439187	198888700416	2	100	Song	PL	0	0.00423660
2025-01-28	2024-12	YouTube (Ads)	PIG1987	KEYGEN	QZWFK2497196	198884932026	40	100	Song	US	0	0.13850535
2025-01-28	2024-12	YouTube (Ads)	PIG1987	KEYGEN	QZWFK2497196	198884932026	7	100	Song	GB	0	0.00929015
2025-01-28	2024-12	YouTube (Ads)	PIG1987	KEYGEN	QZWFK2497196	198884932026	1	100	Song	PH	0	0.00024745
2025-01-28	2024-12	YouTube (Ads)	PIG1987	KEYGEN	QZWFK2497196	198884932026	1	100	Song	RS	0	0.00027214
2025-01-28	2024-12	YouTube (Ads)	ZONE A0	PATHFINDER (feat. PIG1987)	QZZ792400421	198877568324	4	100	Song	DE	0	0.01619301
2025-01-28	2024-12	YouTube (Ads)	ZONE A0	PATHFINDER (feat. PIG1987)	QZZ792400421	198877568324	5	100	Song	US	0	0.00546965
2025-01-28	2024-12	YouTube (Ads)	PIG1987	KEYGEN	QZWFK2497196	198884932026	3	100	Song	FR	0	0.00237941
2025-01-28	2024-12	YouTube (Ads)	PIG1987	KEYGEN	QZWFK2497196	198884932026	1	100	Song	RO	0	0.00190552
2025-01-28	2024-12	YouTube (Ads)	PIG1987	KEYGEN	QZWFK2497196	198884932026	1	100	Song	ES	0	0.00222232
2025-01-28	2024-12	YouTube (Ads)	PIG1987	KEYGEN	QZWFK2497196	198884932026	3	100	Song	GE	0	0.00154617
2025-01-28	2024-12	YouTube (Ads)	PIG1987	KEYGEN	QZWFK2497196	198884932026	1	100	Song	KW	0	0.00017232
2025-01-28	2024-12	YouTube (Ads)	ZONE A0	PATHFINDER (feat. PIG1987)	QZZ792400421	198877568324	1	100	Song	BR	0	0.00075496
2025-02-07	2024-10	Facebook	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	60	100	Song	US	0	0.00055382
2025-02-07	2024-10	Facebook	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	3	100	Song	OU	0	0.00002769
2025-02-07	2024-10	Facebook	PIG1987	PERVERSION	QZTBF2439187	198888700416	130	100	Song	OU	0	0.00119994
2025-02-08	2024-10	Facebook	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	3	100	Song	US	0	0.00059421
2025-02-08	2024-10	Facebook	ZONE A0	GATEWAY	QZTBF2441974	198888661472	1	100	Song	US	0	0.00019807
2025-02-08	2024-10	Facebook	ZONE A0	LUNA	QZTB92494812	198891507125	3	100	Song	OU	0	0.00059421
2025-02-08	2024-10	Facebook	PIG1987	PERVERSION	QZTBF2439187	198888700416	4	100	Song	US	0	0.00079228
2025-02-08	2024-10	Facebook	ZONE A0	LUNA	QZTB92494812	198891507125	2	100	Song	US	0	0.00039614
2025-02-08	2024-10	Facebook	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	2	100	Song	US	0	0.00039614
2025-02-08	2024-10	Facebook	PIG1987	KEYGEN	QZWFK2497196	198884932026	7	100	Song	OU	0	0.00138649
2025-02-08	2024-10	Facebook	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	5	100	Song	OU	0	0.00099035
2025-02-08	2024-10	Facebook	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	4	100	Song	OU	0	0.00079228
2025-02-08	2024-10	Facebook	PIG1987	PERVERSION	QZTBF2439187	198888700416	27	100	Song	OU	0	0.00534787
2025-02-08	2024-10	Facebook	PIG1987	KEYGEN	QZWFK2497196	198884932026	2	100	Song	US	0	0.00039614
2025-02-08	2024-11	Facebook	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	3	100	Song	US	0	0.00088644
2025-02-08	2024-11	Facebook	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	1	100	Song	US	0	0.00029548
2025-02-08	2024-11	Facebook	ZONE A0	LUNA	QZTB92494812	198891507125	2	100	Song	US	0	0.00059096
2025-02-08	2024-11	Facebook	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	5	100	Song	OU	0	0.00147741
2025-02-08	2024-11	Facebook	ZONE A0	LUNA	QZTB92494812	198891507125	2	100	Song	OU	0	0.00059096
2025-02-08	2024-11	Facebook	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	9	100	Song	OU	0	0.00265933
2025-02-08	2024-11	Facebook	PIG1987	KEYGEN	QZWFK2497196	198884932026	21	100	Song	OU	0	0.00620510
2025-02-08	2024-11	Facebook	ZONE A0	GATEWAY	QZTBF2441974	198888661472	3	100	Song	US	0	0.00088644
2025-02-08	2024-11	Facebook	PIG1987	PERVERSION	QZTBF2439187	198888700416	3	100	Song	US	0	0.00088644
2025-02-08	2024-11	Facebook	PIG1987	KEYGEN	QZWFK2497196	198884932026	3	100	Song	US	0	0.00088644
2025-02-08	2024-11	Facebook	PIG1987	PERVERSION	QZTBF2439187	198888700416	39	100	Song	OU	0	0.01152376
2025-02-08	2024-11	Facebook	ZONE A0	GATEWAY	QZTBF2441974	198888661472	6	100	Song	OU	0	0.00177289
2025-02-08	2024-11	Facebook	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	17	100	Song	OU	0	0.00023700
2025-02-08	2024-11	Facebook	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	120	100	Song	US	0	0.00167297
2025-02-08	2024-11	Facebook	PIG1987	PERVERSION	QZTBF2439187	198888700416	2	100	Song	OU	0	0.00002788
2025-02-14	2024-11	Deezer	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	1	100	Song	FR	0	0.00289532
2025-02-14	2024-11	Deezer	PIG1987	PERVERSION	QZTBF2439187	198888700416	89	100	Song	FR	0	0.14697572
2025-02-14	2024-11	Deezer	PIG1987	PERVERSION	QZTBF2439187	198888700416	11	100	Song	DE	0	0.02087158
2025-02-14	2024-11	Deezer	ZONE A0	LUNA	QZTB92494812	198891507125	1	100	Song	FR	0	0.00289532
2025-02-14	2024-11	Deezer	PIG1987	PERVERSION	QZTBF2439187	198888700416	3	100	Song	UA	0	0.00047092
2025-02-14	2024-11	Deezer	PIG1987	KEYGEN	QZWFK2497196	198884932026	3	100	Song	UA	0	0.00047092
2025-02-14	2024-11	Deezer	PIG1987	KEYGEN	QZWFK2497196	198884932026	10	100	Song	DE	0	0.01897417
2025-02-14	2024-11	Deezer	PIG1987	KEYGEN	QZWFK2497196	198884932026	65	100	Song	FR	0	0.17445461
2025-02-20	2024-12	Amazon Unlimited (Streaming)	PIG1987	KEYGEN	QZWFK2497196	198884932026	7	100	Song	US	0	0.03994577
2025-02-20	2024-12	Amazon Unlimited (Streaming)	PIG1987	PERVERSION	QZTBF2439187	198888700416	35	100	Song	US	0	0.28935964
2025-02-20	2024-12	Amazon Unlimited (Streaming)	PIG1987	KEYGEN	QZWFK2497196	198884932026	4	100	Song	MX	0	0.01224601
2025-02-20	2024-12	Amazon Prime (Streaming)	PIG1987	PERVERSION	QZTBF2439187	198888700416	2	100	Song	GB	0	0.00354735
2025-02-20	2024-12	Amazon Unlimited (Streaming)	PIG1987	PERVERSION	QZTBF2439187	198888700416	10	100	Song	MX	0	0.02179193
2025-02-22	2024-12	Facebook	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	3	100	Song	US	0	0.00085836
2025-02-22	2024-12	Facebook	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	1	100	Song	US	0	0.00028612
2025-02-22	2024-12	Facebook	PIG1987	PERVERSION	QZTBF2439187	198888700416	42	100	Song	OU	0	0.01201706
2025-02-22	2024-12	Facebook	ZONE A0	LUNA	QZTB92494812	198891507125	1	100	Song	OU	0	0.00028612
2025-02-22	2024-12	Facebook	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	5	100	Song	OU	0	0.00143060
2025-02-22	2024-12	Facebook	PIG1987	PERVERSION	QZTBF2439187	198888700416	4	100	Song	US	0	0.00114448
2025-02-22	2024-12	Facebook	PIG1987	KEYGEN	QZWFK2497196	198884932026	2	100	Song	US	0	0.00057224
2025-02-22	2024-12	Facebook	PIG1987	KEYGEN	QZWFK2497196	198884932026	25	100	Song	OU	0	0.00715301
2025-02-22	2024-12	Facebook	ZONE A0	PATHFINDER (feat. PIG1987)	QZZ792400421	198877568324	2	100	Song	OU	0	0.00057224
2025-02-22	2024-12	Facebook	ZONE A0	GATEWAY	QZTBF2441974	198888661472	4	100	Song	OU	0	0.00114448
2025-02-22	2024-12	Facebook	ZONE A0	PATHFINDER (feat. PIG1987)	QZZ792400421	198877568324	1	100	Song	US	0	0.00028612
2025-02-22	2024-12	Facebook	ZONE A0	LUNA	QZTB92494812	198891507125	1	100	Song	US	0	0.00028612
2025-02-22	2024-12	Facebook	ZONE A0	GATEWAY	QZTBF2441974	198888661472	2	100	Song	US	0	0.00057224
2025-02-20	2024-12	Amazon Unlimited (Streaming)	PIG1987	KEYGEN	QZWFK2497196	198884932026	2	100	Song	GB	0	0.02573349
2025-02-20	2024-12	Amazon Unlimited (Streaming)	PIG1987	PERVERSION	QZTBF2439187	198888700416	1	100	Song	GB	0	0.01223962
2025-02-20	2024-12	Amazon Unlimited (Streaming)	PIG1987	KEYGEN	QZWFK2497196	198884932026	1	100	Song	JP	0	0.00793434
2025-02-20	2024-12	Amazon Unlimited (Streaming)	PIG1987	PERVERSION	QZTBF2439187	198888700416	9	100	Song	JP	0	0.07140902
2025-02-20	2024-12	Amazon Prime (Streaming)	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	1	100	Song	IN	0	0.00076302
2025-02-22	2024-12	Facebook	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	4	100	Song	US	0	0.00005406
2025-02-22	2024-12	Facebook	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	74	100	Song	OU	0	0.00100012
2025-02-22	2024-12	Facebook	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	66	100	Song	US	0	0.00089200
2025-02-22	2024-12	Facebook	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	6	100	Song	OU	0	0.00008109
2025-02-22	2024-12	Facebook	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	810	100	Song	BR	0	0.01094730
2025-02-22	2024-12	Facebook	PIG1987	PERVERSION	QZTBF2439187	198888700416	23	100	Song	US	0	0.00031085
2025-02-22	2024-12	Facebook	PIG1987	PERVERSION	QZTBF2439187	198888700416	3	100	Song	OU	0	0.00004055
2025-02-23	2024-12	TikTok	PIG1987	KEYGEN	QZWFK2497196	198884932026	28	100	Song	US	0	0.02962356
2025-02-23	2024-12	TikTok	PIG1987	PERVERSION	QZTBF2439187	198888700416	1	100	Song	FI	0	0.00106560
2025-02-23	2024-12	TikTok	ZONE A0	GATEWAY	QZTBF2441974	198888661472	21	100	Song	US	0	0.02237751
2025-02-23	2024-12	TikTok	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	1	100	Song	TH	0	0.00085248
2025-02-23	2024-12	TikTok	PIG1987	KEYGEN	QZWFK2497196	198884932026	3	100	Song	CL	0	0.00319679
2025-02-23	2024-12	TikTok	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	1	100	Song	PH	0	0.00106560
2025-02-23	2024-12	TikTok	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	4	100	Song	US	0	0.00426238
2025-02-23	2024-12	TikTok	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	1	100	Song	AU	0	0.00085248
2025-02-23	2024-12	TikTok	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	16	100	Song	US	0	0.01555770
2025-02-23	2024-12	TikTok	PIG1987	KEYGEN	QZWFK2497196	198884932026	1	100	Song	FI	0	0.00106560
2025-02-23	2024-12	TikTok	PIG1987	PERVERSION	QZTBF2439187	198888700416	1	100	Song	KZ	0	0.00106560
2025-02-23	2024-12	TikTok	PIG1987	PERVERSION	QZTBF2439187	198888700416	1	100	Song	CO	0	0.00085248
2025-02-23	2024-12	TikTok	PIG1987	PERVERSION	QZTBF2439187	198888700416	2	100	Song	FR	0	0.00213119
2025-02-23	2024-12	TikTok	ZONE A0	GATEWAY	QZTBF2441974	198888661472	1	100	Song	MD	0	0.00085248
2025-02-23	2024-12	TikTok	PIG1987	KEYGEN	QZWFK2497196	198884932026	1	100	Song	DE	0	0.00106560
2025-02-23	2024-12	TikTok	PIG1987	PERVERSION	QZTBF2439187	198888700416	2	100	Song	UA	0	0.00213119
2025-02-23	2024-12	TikTok	PIG1987	PERVERSION	QZTBF2439187	198888700416	1	100	Song	LT	0	0.00106560
2025-02-23	2024-12	TikTok	PIG1987	PERVERSION	QZTBF2439187	198888700416	1	100	Song	ID	0	0.00106560
2025-02-23	2024-12	TikTok	PIG1987	PERVERSION	QZTBF2439187	198888700416	2	100	Song	CA	0	0.00213119
2025-02-23	2024-12	TikTok	PIG1987	PERVERSION	QZTBF2439187	198888700416	31	100	Song	US	0	0.03282034
2025-02-23	2024-12	TikTok	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	1	100	Song	ID	0	0.00085248
2025-02-23	2024-12	TikTok	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	1	100	Song	MD	0	0.00106560
2025-02-23	2024-12	TikTok	PIG1987	PERVERSION	QZTBF2439187	198888700416	2	100	Song	BY	0	0.00213119
2025-02-23	2024-12	TikTok	ZONE A0	PATHFINDER (feat. PIG1987)	QZZ792400421	198877568324	53	100	Song	US	0	0.05647657
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	4	100	Song	AE	0	0.01149365
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	160	100	Song	ES	0	0.26773804
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	1	100	Song	AL	0	0.00293829
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	2	100	Song	BA	0	0.00071992
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	99	100	Song	JP	0	0.25694339
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	9	100	Song	GR	0	0.01947873
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	19	100	Song	LV	0	0.03346281
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	29	100	Song	IE	0	0.10087500
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	187	100	Song	CL	0	0.02263467
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	8	100	Song	CO	0	0.00413746
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	59	100	Song	FI	0	0.18877674
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	6	100	Song	HU	0	0.01047237
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	62	100	Song	AR	0	0.03331631
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	59	100	Song	NZ	0	0.16374791
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	8	100	Song	TR	0	0.00376181
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	3	100	Song	PT	0	0.00627526
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	1	100	Song	PK	0	0.00065295
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	59	100	Song	PE	0	0.00961536
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	5	100	Song	TH	0	0.00309106
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	73	100	Song	DE	0	0.20279849
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	3	100	Song	GR	0	0.00608063
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	24	100	Song	VN	0	0.00587344
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	1	100	Song	CY	0	0.00188875
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	14	100	Song	SA	0	0.01651323
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	24	100	Song	ES	0	0.03062602
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	3	100	Song	CY	0	0.00566625
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	1	100	Song	MT	0	0.00412281
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	1	100	Song	EE	0	0.00379948
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	3	100	Song	MY	0	0.00291841
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	8	100	Song	JP	0	0.02302079
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	37	100	Song	ZA	0	0.05044796
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	10	100	Song	FI	0	0.02932848
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	52	100	Song	MY	0	0.02719383
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	6	100	Song	BD	0	0.00234393
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	1	100	Song	SK	0	0.00350230
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	50	100	Song	CH	0	0.15144330
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	6	100	Song	PK	0	0.00427140
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	612	100	Song	DE	0	1.99574954
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	5	100	Song	BG	0	0.00952537
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	873	100	Song	FR	0	1.44966820
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	17	100	Song	TW	0	0.01090767
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	14	100	Song	RS	0	0.00982988
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	1	100	Song	AT	0	0.00441894
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	4	100	Song	LT	0	0.01290734
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	27	100	Song	LT	0	0.04207049
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	175	100	Song	IT	0	0.20942848
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	1	100	Song	ID	0	0.00001570
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	2	100	Song	RS	0	0.00542977
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	4	100	Song	BE	0	0.01263946
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	7	100	Song	NZ	0	0.01284246
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	298	100	Song	PH	0	0.09814913
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	2	100	Song	SG	0	0.00232091
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	174	100	Song	MX	0	0.22766408
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	111	100	Song	DK	0	0.47379188
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	1	100	Song	DK	0	0.00561498
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	1	100	Song	MK	0	0.00327000
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	21	100	Song	SG	0	0.05846234
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	271	100	Song	AU	0	0.81804056
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	14	100	Song	BG	0	0.02064232
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	68	100	Song	PT	0	0.06703026
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	26	100	Song	AT	0	0.08713578
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	19	100	Song	SK	0	0.02773900
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	5	100	Song	HK	0	0.01735977
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	88	100	Song	FR	0	0.11841370
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	11	100	Song	RO	0	0.01346298
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	79	100	Song	CZ	0	0.13860293
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	7	100	Song	SI	0	0.01524395
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	279	100	Song	BR	0	0.26024373
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	13	100	Song	SE	0	0.04531747
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	6	100	Song	NO	0	0.02185196
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	75	100	Song	TR	0	0.03856296
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	25	100	Song	PL	0	0.03219562
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	79	100	Song	SE	0	0.22773733
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	73	100	Song	CO	0	0.02569329
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	18	100	Song	IT	0	0.02506859
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	31	100	Song	NL	0	0.11443738
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	3	100	Song	HR	0	0.00648035
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	5	100	Song	IE	0	0.01923073
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	4	100	Song	ZA	0	0.00267250
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	25	100	Song	BR	0	0.02184463
2025-02-25	2024-12	Spotify	ZONE A0	LUNA	QZTB92494812	198891507125	8	100	Song	TR	0	0.00341649
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON I	QZTAW2496365	198667254765	106	100	Song	TH	0	0.11046107
2025-02-25	2024-12	Spotify	ZONE A0	LUNA	QZTB92494812	198891507125	11	100	Song	IT	0	0.01786309
2025-02-25	2024-12	Spotify	ZONE A0	LUNA	QZTB92494812	198891507125	1	100	Song	LV	0	0.00007429
2025-02-25	2024-12	Spotify	ZONE A0	LUNA	QZTB92494812	198891507125	5	100	Song	ZA	0	0.00476530
2025-02-25	2024-12	Spotify	ZONE A0	LUNA	QZTB92494812	198891507125	1	100	Song	EE	0	0.00379948
2025-02-25	2024-12	Spotify	ZONE A0	LUNA	QZTB92494812	198891507125	12	100	Song	ES	0	0.01109183
2025-02-25	2024-12	Spotify	ZONE A0	LUNA	QZTB92494812	198891507125	2	100	Song	PT	0	0.00363938
2025-02-25	2024-12	Spotify	ZONE A0	LUNA	QZTB92494812	198891507125	2	100	Song	BG	0	0.00386645
2025-02-25	2024-12	Spotify	ZONE A0	HOLD ON II	QZTAW2496366	198667254765	1	100	Song	HR	0	0.00005651
